dc.title,dc.contributor.author,dc.contributor,dc.contributor.editor,dc.subject.frascati,dc.subject.free,dc.description,dc.publisher,dc.date,dc.type,Orfeo.peerreviewed,dc.identifier.isbn,dc.identifier.issn,dc.identifier.publisherlink,dc.identifier.doi,dc.identifier.isi,dc.identifier.pubmed,dc.identifier.url,dc.identifier.scopus,dc.identifier.worldcat,dc.identifier.limo,dc.identifier.depositnumber,dc.source.title,dc.source.volume,dc.source.issue,dc.source.page,dc.relation.ispartofseries,dc.identifier.citation,dc.language,dc.relation.project,dc.audience,dc.coverage.spatial,dc.coverage.temporal,file
"Carte de l'occupation du sol - Province du Kasaï","Laghmouch, M.","","","","Natural hazards","","Musée royal de l'Afrique centrale","2009","Document carthographique","no","","","","","","","","","","","","","","","","1/750.000","","FR","","Scientifique","","",""
"Carte géologique et minière - Province du Kasaï","Laghmouch, M.","","","","Natural hazards","","Musée royal de l'Afrique centrale","2009","Document carthographique","no","","","","","","","","","","","","","","","","1/750.000","","FR","","Scientifique","","",""
"Carte administrative et routière de la République Démocratique du Congo - Province du Haut-Katanga","Laghmouch, M.||Kalanga, P.","","","","Natural hazards","","Musée royal de l'Afrique centrale","2009","Document carthographique","no","","","","","","","","","","","","","","","","1/750.000","","FR","","Scientifique","","",""
"Carte géologique et minière - Province du Haut-Katanga","Laghmouch, M.","","","","Natural hazards","","Musée royal de l'Afrique centrale","2009","Document carthographique","no","","","","","","","","","","","","","","","","1/750.000","","FR","","Scientifique","","",""
"Carte de l'occupation du sol - Province du Haut-Katanga","Laghmouch, M.","","","","Natural hazards","","Musée royal de l'Afrique centrale","2009","Document carthographique","no","","","","","","","","","","","","","","","","1/750.000","","FR","","Scientifique","","",""
"Carte orographique et hydrographique - Province du Haut-Katanga","Laghmouch, M.","","","","Natural hazards","","Musée royal de l'Afrique centrale","2009","Document carthographique","no","","","","","","","","","","","","","","","","1/750.000","","FR","","Scientifique","","",""
"François Thango","Cornelis [Bompuku Eyenga-Cornelis], S.","","K. Fol","","Culture & Society","","Editions Tandem et Art en marges musée-museum","2009","Partie douvrage non peer reviewed","no","","","","","","","","","","","","Liaisons insolites. Dialogues à propos de l'art outsider","","","74","","","EN","","General public","","",""
"Inleiding","Cornelis [Bompuku Eyenga-Cornelis], S.","","S. Géradin, K. D'Haens","","Culture & Society","","KMMA","2009","Partie douvrage non peer reviewed","no","","","","","","","","","","","","Congo. De koloniale tijd. Pedagogische brochure voor geschiedenisleerkrachten van de derde graad van het middelbaar onderwijs","","","6-7","","","NL","","Scientifique","","",""
"Shell shape and mating behaviour in pulmonate gastropods.","Jordaens, K.||Dillen, L.||Backeljau, T.","","","","Invertebrates","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","Biological Journal of the Linnean Society","96","","306-321","","","EN","","Scientifique","","",""
"Morphological and anatomical differentiation of three land snails of the genus Rhynchotrochus (Gastropoda, Pulmonata: Camaenidae).","Jordaens, K.||Bruyndoncx, L.||Van Goethem, J.||Backeljau, T.","","","","Invertebrates","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","Journal of Molluscan Studies","75","","1-8","","","EN","","Scientifique","","",""
"Sperm transfer, sperm storage and sperm digestion in the hermaphroditic land snail Succinea putris (Gastropoda, Pulmonata).","Dillen, L.||Jordaens, K.||Backeljau, T.","","","","Invertebrates","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","Invertebrate Biology","128","","97-106","","","EN","","Scientifique","","",""
"Life-history variation in the hermaphroditic land snail Succinea putris (Gastropoda, Pulmonata, Succineidae).","Dillen, L.||Jordaens, K.||Backeljau, T.","","","","Invertebrates","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","Journal of Molluscan Studies","75","","311-313","","","EN","","Scientifique","","",""
"Response of snails and slugs to fragmentation in NW European lowland forests.","Kappes, H.||Jordaens, K.||Hendrickx, F.||Maelfait, JP.||Lens, L.||Backeljau, T.","","","","Invertebrates","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","Landscape Ecology","24","","685-697","","","EN","","Scientifique","","",""
"A land snail's view on a fragmented landscape.","Kappes, H.||Jordaens, K.||Van Houtte, N.||Hendrickx, F.||Maelfait, JP.||Lens, L.||Backeljau, T.","","","","Invertebrates","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","Biological Journal of the Linnean Society","98","","839-850","","","EN","","Scientifique","","",""
"STERNA advanced semantic web tool for ornithology","Cooleman, S.||Mulrenin, A.||Mergen, P.||Heerlien, M.||Meirte, D.||Louette, M.","","","","Biological collection and data management||Invertebrates||Vertebrates","","","2009","Colloque et congrès scientifique","no","","","","","","","","","","","","7th Conference of the European  Ornithologists' Union 2009","","","","","","EN","STERNA: Semantic Web-based Thematic European Reference Network Application ( European )","Scientifique","","",""
"STERNA advanced semantic web tool for ornithology - connecting Europe's digital resources on the birds of the world","Cooleman, S.||Mulrenin, A.||Mergen, P.||Heerlien, M.||Meirte, D.||Louette, M.","","","","Biological collection and data management||Invertebrates||Vertebrates","","","2009","Colloque et congrès scientifique","no","","","","","","","","","","","","6th International Meeting of European Bird Curators","","","","","","EN","","Scientifique","","",""
"STERNA digital library includes Afrotropical bird related information in a Resource Description Framework","Cooleman, S.||Mulrenin, A.||Mergen, P.||Heerlien, M.||Meirte, D.||Louette, M.","","","","Biological collection and data management||Invertebrates||Vertebrates","","","2009","Colloque et congrès scientifique","no","","","","","","","","","","","","6th International Tropical Zoology Symposium: 'Tropical Vertebrates in a Changing World'","","","","","","EN","STERNA: Semantic Web-based Thematic European Reference Network Application ( European )","Scientifique","","",""
"STERNA Deliverable 5.3.1: STERNA Evaluation Methodology, 1th version, STERNA Project, ECP-2007-DILI-517012 ","Cooleman, S.||Geser, G.","","","","Vertebrates","This document presents the first version of the STERNA Evaluation Methodology. The methodology focuses on the evaluation of the STERNA approach, in particular, the supply side, i.e. the individual organisations that participate in the STERNA network. This participation is understood in the technical sense that an organisation has digital content connected to the distributed semantic digital library system that allows for searching and accessing the pool of distributed and heterogeneous bird related information of the STERNA partners.  This document is primarily intended to inform and guide those who will be involved in the evaluation of the STERNA approach. Chapter 1 provides an overview of the content of the document and related other tasks and deliverables. The chapters 2-4 describe the context and objectives of the STERNA project, the goals of the STERNA approach, and the role Semantic Web standards (RDF, SKOS), the distributed digital library architecture, and the use of open source technologies and software as service concept play in the STERNA approach. Chapter 5 addresses the question of what we want to learn from the evaluation of the STERNA approach and, therefore, what needs to be evaluated. Chapter 6 describes in detail the evaluation methodology, including basic principles and expectations, focus points and framework (dimensions, criteria, questions), who will be involved and what methods will be used, how the results will be analysed and summarised, and who will be the target groups of the results and recommendations. Finally, chapter 7 presents the evaluation timetable.","","2009","Rapport","no","","","","","","","","","","","","","","","","","","EN","STERNA: Semantic Web-based Thematic European Reference Network Application ( European )","Scientifique","","",""
"The importance of remote sensing in the monitoring of volcanic activity in the Goma region (D.R. of Congo).","van Overbeke, A.-C.||Bagalwa, M.||Durieux, J.||Kavotha, D.||Kervyn, F.||Kies, A.||Lukaya, F.||Mitangala, P.||d'Oreye, N.||Osodundu, E.||Smets, B.||Tedesco, D.||Wauthier, C.||Yalire, M.M.","","","","Natural hazards","","","2009","Colloque et congrès scientifique","no","","","","","","","","","","","","2009 IEEE International Geoscience & Remote Sensing Symposium","","","","","","EN","","Scientifique","","",""
"Lithocolletinae (Lepidoptera: Gracillariidae) species in the Afrotropical region. ","De Prins, J.||Kawahara, A.","","","","Invertebrates","","","2009","Colloque et congrès scientifique","yes","","","","","","","","","","","","The XVIth European Congress of Lepidopterology (2531 May, 2009, Cluj-Napoca, Romania)","","","3536","","","EN","","Scientifique","","",""
"The Elachistinae (Lepidoptera: Elachistidae) of Kenya with descriptions of eight new species.","Sruoga, V.||De Prins , J.","","","","Invertebrates","","","2009","Article scientifique peer reviewed","yes","","1175-5326","","","","","http://www.mapress.com/zootaxa/2009/f/z02172p031f.pdf","","","","","Zootaxa","2172","","131","","","EN","","Scientifique","","",""
"Sex attractant, distribution and DNA barcodes for the Afrotropical leaf-mining moth Phyllonorycter melanosparta (Lepidoptera: Gracillariidae)","De Prins, J.||Mozûraitis, R.||Lopez-Vaamonde, C.||Rougerie, R.","","","","Invertebrates","","","2009","Article scientifique peer reviewed","yes","","1175-5326","","","","","http://www.mapress.com/zootaxa/2009/f/zt02281p067.pdf","","","","","Zootaxa","2281","","5367","","","EN","","Scientifique","","",""
"On the taxonomic history of Phyllocnistis, Zeller, 1848 (Gracillariidae)","De Prins, J.||Kawahara, A.","","","","Invertebrates","","","2009","Article scientifique peer reviewed","yes","","0342-7536","","","","","","","","","","Nota lepidopterologica","32","","113121","","","EN","","Scientifique","","",""
"Le Bois. Le langage du bois","Beeckman, H.","","Denise Van Der Kelen","","Wood biology","","Editions Vial","2009","Partie douvrage non peer reviewed","no","","","","","","","","","","","","La peinture décorative selon Van Der Kelen","","","139-210","","","FR","","Scientifique","","",""
"Wood. The language of Wood","Beeckman, H.","","Denise Van Der Kelen","","Wood biology","","Editions Vial","2009","Partie douvrage non peer reviewed","no","","","","","","","","","","","","Decorative Painting the Van Der Kelen way","","","139-210","","","EN","","Scientifique","","",""
"CR. L.A.Fujii. Killing neighbours. Webs of violence in Rwanda","de Lame, D.","","","","Culture & Society","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","African Studies Review","52, 3","","187-188","","","EN","","Scientifique","","",""
"The 'Crossing Borders Project': Pottery traditions in Katanga (DRC) ","Livingstone Smith, A.||Van der Veken, A.","","","","Culture & Society||Heritage studies","","","2009","Article scientifique peer reviewed","yes","","","","","","","","","","","","Afrique, Art, Archéologie","5","","141-148","","","EN","","Scientifique","","",""
